"subject" "activity" "m.tBodyAccMag" "m.tGravityAccMag" "m.tBodyAccJerkMag" "m.tBodyGyroMag" "m.tBodyGyroJerkMag" "m.fBodyAccMag" "m.fBodyBodyAccJerkMag" "m.fBodyBodyGyroMag" "m.fBodyBodyGyroJerkMag"
25 "4.SITTING" -0.970409337076923 -0.970409337076923 -0.989545142461538 -0.966568718615385 -0.99286465 -0.967017992615385 -0.987941825538462 -0.979350913692308 -0.991781701692308
25 "5.STANDING" -0.972663592162162 -0.972663592162162 -0.984647071216216 -0.967077442837838 -0.985091991216216 -0.972355393243243 -0.982294170810811 -0.968972499594595 -0.98401783027027
25 "6.LAYING" -0.56047777609589 -0.56047777609589 -0.962161355890411 -0.809688545342466 -0.969783262465753 -0.774481943616438 -0.96008314739726 -0.910126993561644 -0.96825160890411
26 "1.WALKING" -0.223399171830508 -0.223399171830508 -0.290758024915254 -0.392092024067797 -0.51239882559322 -0.379836742711864 -0.293358341186441 -0.551927613050847 -0.619461036101695
26 "2.WALKING UPSTAIRS" -0.142874499381818 -0.142874499381818 -0.404463896363636 -0.344427047636364 -0.648099850181818 -0.167566383372727 -0.294970470909091 -0.556084778181818 -0.673580662727273
26 "3.WALKING DOWNSTAIRS" 0.114379383742 0.114379383742 -0.1488562664 -0.23531462282 -0.4187798104 0.075101684668 -0.15317202912 -0.3345099466 -0.4722007526
26 "4.SITTING" -0.953079994102564 -0.953079994102564 -0.990898435769231 -0.954052945897436 -0.994466446282051 -0.952411043717949 -0.989481942820513 -0.97646387 -0.993985447564103
26 "5.STANDING" -0.968511694324324 -0.968511694324324 -0.986985213648649 -0.968673955540541 -0.98854482527027 -0.970605250405405 -0.98287688945946 -0.972333108648649 -0.985762255540541
26 "6.LAYING" -0.976785042368421 -0.976785042368421 -0.989970604210526 -0.951863594736842 -0.99219798 -0.969269114078947 -0.989138184473684 -0.974305179605263 -0.990430914078947
27 "1.WALKING" -0.238853875263158 -0.238853875263158 -0.230500549298246 -0.396638753684211 -0.562587199473684 -0.327229405789474 -0.259934013157895 -0.519451704035088 -0.623288199649123
27 "2.WALKING UPSTAIRS" -0.160589355980392 -0.160589355980392 -0.479067422156863 -0.286145719598039 -0.699895090784314 -0.393928937058824 -0.460770277843137 -0.607667730196078 -0.71917980372549
27 "3.WALKING DOWNSTAIRS" 0.108071382861364 0.108071382861364 -0.115421210625 -0.164783206536364 -0.440546586136364 0.149816459227273 0.010857564025 -0.359113724772727 -0.46777776875
27 "4.SITTING" -0.979481668857143 -0.979481668857143 -0.989467178285714 -0.963565474 -0.994034710714286 -0.974766466714286 -0.988773269428571 -0.979482820857143 -0.992390264285714
27 "5.STANDING" -0.972753287375 -0.972753287375 -0.985347620125 -0.968702956625 -0.989532103875 -0.973186182375 -0.984151646 -0.975525565625 -0.98941848275
27 "6.LAYING" -0.982091652162162 -0.982091652162162 -0.988372773648649 -0.966917594459459 -0.994355043783784 -0.981389017702703 -0.988098902567568 -0.979890667972973 -0.993563778648649
28 "1.WALKING" -0.1806660203 -0.1806660203 -0.299223359444444 -0.310775945814815 -0.546248758518519 -0.352156841666667 -0.360811456296296 -0.514602424814815 -0.595965103703704
28 "2.WALKING UPSTAIRS" -0.186240503960784 -0.186240503960784 -0.388086248235294 -0.263415282690196 -0.620279797647059 -0.213519364760784 -0.294433415745098 -0.534835409607843 -0.662505819411765
28 "3.WALKING DOWNSTAIRS" 0.104359216580435 0.104359216580435 -0.0707560279130435 -0.068246324026087 -0.340417305565217 0.188840007695652 -0.0128823827326087 -0.223354793921739 -0.396720714347826
28 "4.SITTING" -0.955789708611111 -0.955789708611111 -0.973274366805556 -0.955175567083333 -0.981213159305556 -0.953928124027778 -0.969178686666667 -0.960297525 -0.979465868888889
28 "5.STANDING" -0.92547165164557 -0.92547165164557 -0.959551987468354 -0.894242469620253 -0.959681019113924 -0.929146479367089 -0.952727765189873 -0.909652436329114 -0.958758576835443
28 "6.LAYING" -0.95811223025 -0.95811223025 -0.978455341875 -0.93710692125 -0.978220270625 -0.961035587625 -0.9734362485 -0.944218369375 -0.971830582375
29 "1.WALKING" -0.0955213393716981 -0.0955213393716981 -0.240231677415094 -0.28057326754717 -0.506242118113208 -0.235683305566038 -0.108978206490566 -0.416817853396226 -0.628501115849057
29 "2.WALKING UPSTAIRS" 0.00834360271428571 0.00834360271428571 -0.344324833061224 0.0439627677608163 -0.617340803061225 -0.108306402963265 -0.239108046693878 -0.357213897032653 -0.697454553061225
29 "3.WALKING DOWNSTAIRS" 0.103705165666667 0.103705165666667 -0.138637624454167 -0.122968108816667 -0.539174456458333 0.115973968158333 0.000448896304791667 -0.381459881875 -0.596578626041667
29 "4.SITTING" -0.978017021833333 -0.978017021833333 -0.990719807666667 -0.962377332166667 -0.995392308166667 -0.973346531833333 -0.990093703833333 -0.980269425833333 -0.995063049
29 "5.STANDING" -0.984745318923077 -0.984745318923077 -0.990785419538462 -0.980657340461539 -0.992144698923077 -0.984548094769231 -0.989793892615385 -0.980879722923077 -0.991672052
29 "6.LAYING" -0.986493196666667 -0.986493196666667 -0.992725367826087 -0.971923623043478 -0.997322526811594 -0.986800645362319 -0.993998275797101 -0.98400134173913 -0.997617389275362
30 "1.WALKING" -0.195140032969231 -0.195140032969231 -0.352111713846154 -0.0229640797463077 -0.472068729846154 -0.342363772923077 -0.347180134692308 -0.358344356 -0.547621753230769
30 "2.WALKING UPSTAIRS" -0.137627857227385 -0.137627857227385 -0.596600099538461 -0.113608367276923 -0.718780256769231 -0.400588353846154 -0.549784890615385 -0.449150735076923 -0.773974451846154
30 "3.WALKING DOWNSTAIRS" -0.0373901122469355 -0.0373901122469355 -0.293738801622581 -0.095537320533871 -0.574337006451613 0.00410151034354839 -0.125961400367742 -0.356772347348871 -0.617578814032258
30 "4.SITTING" -0.957487221451613 -0.957487221451613 -0.987799055645161 -0.955847323870968 -0.993737388225806 -0.959923388064516 -0.985826330967742 -0.973876282903226 -0.991750682096774
30 "5.STANDING" -0.930573574915254 -0.930573574915254 -0.971225190169491 -0.913890564915254 -0.972995273898305 -0.932047450677966 -0.953357615932203 -0.917449417288136 -0.959242165084746
30 "6.LAYING" -0.969829984285714 -0.969829984285714 -0.97923282 -0.962284921142857 -0.985086413428571 -0.962840820428571 -0.969949269571429 -0.962001199 -0.977821335571429
